iteration,train_loss,consensus_error,comm_volume,test_acc,test_acc_min,test_acc_max,test_comm_volume
0,0.0,6.8680267333984375,11117750,9.985000000000003,8.5,14.299999999999999,255708250.0
1,0.0,2.730532646179199,22235500,9.985000000000003,8.5,14.299999999999999,255708250.0
2,0.0,1.422302484512329,33353250,9.985000000000003,8.5,14.299999999999999,255708250.0
3,0.0,0.7855356335639954,44471000,9.985000000000003,8.5,14.299999999999999,255708250.0
4,0.0,0.44067665934562683,55588750,9.985000000000003,8.5,14.299999999999999,255708250.0
5,0.0,0.24955503642559052,66706500,9.985000000000003,8.5,14.299999999999999,255708250.0
6,0.0,0.14253385365009308,77824250,9.985000000000003,8.5,14.299999999999999,255708250.0
7,0.0,0.08255811780691147,88942000,9.985000000000003,8.5,14.299999999999999,255708250.0
8,0.0,0.048984505236148834,100059750,9.985000000000003,8.5,14.299999999999999,255708250.0
9,0.0,0.03022589161992073,111177500,9.985000000000003,8.5,14.299999999999999,255708250.0
10,0.0,0.019683916121721268,122295250,9.985000000000003,8.5,14.299999999999999,255708250.0
11,0.0,0.013705662451684475,133413000,9.985000000000003,8.5,14.299999999999999,255708250.0
12,0.0,0.01040382869541645,144530750,9.985000000000003,8.5,14.299999999999999,255708250.0
13,0.0,0.008486101403832436,155648500,9.985000000000003,8.5,14.299999999999999,255708250.0
14,0.0,0.007371451705694199,166766250,9.985000000000003,8.5,14.299999999999999,255708250.0
15,0.0,0.006832358427345753,177884000,9.985000000000003,8.5,14.299999999999999,255708250.0
16,0.0,0.006514798384159803,189001750,9.985000000000003,8.5,14.299999999999999,255708250.0
17,0.0,0.006494791246950626,200119500,9.985000000000003,8.5,14.299999999999999,255708250.0
18,0.0,0.0062599568627774715,211237250,9.985000000000003,8.5,14.299999999999999,255708250.0
19,0.0,0.006328681018203497,222355000,9.985000000000003,8.5,14.299999999999999,255708250.0
20,0.0,0.006278775632381439,233472750,9.985000000000003,8.5,14.299999999999999,255708250.0
21,0.0,0.006147217936813831,244590500,9.985000000000003,8.5,14.299999999999999,255708250.0
22,0.0,0.006255339365452528,255708250,10.23,8.5,15.6,511416500.0
23,0.0,0.006295150611549616,266826000,10.23,8.5,15.6,511416500.0
24,0.0,0.006289497017860413,277943750,10.23,8.5,15.6,511416500.0
25,0.0,0.006210461258888245,289061500,10.23,8.5,15.6,511416500.0
26,0.0,0.006526653654873371,300179250,10.23,8.5,15.6,511416500.0
27,0.0,0.006526585202664137,311297000,10.23,8.5,15.6,511416500.0
28,0.0,0.006489971186965704,322414750,10.23,8.5,15.6,511416500.0
29,0.0,0.006439723074436188,333532500,10.23,8.5,15.6,511416500.0
30,0.0,0.0065671103075146675,344650250,10.23,8.5,15.6,511416500.0
31,0.0,0.006687388755381107,355768000,10.23,8.5,15.6,511416500.0
32,0.0,0.0069792321883141994,366885750,10.23,8.5,15.6,511416500.0
33,0.0,0.006882559508085251,378003500,10.23,8.5,15.6,511416500.0
34,0.0,0.006995447911322117,389121250,10.23,8.5,15.6,511416500.0
35,0.0,0.0071672783233225346,400239000,10.23,8.5,15.6,511416500.0
36,0.0,0.007188346236944199,411356750,10.23,8.5,15.6,511416500.0
37,0.0,0.007568005472421646,422474500,10.23,8.5,15.6,511416500.0
38,0.0,0.007655677851289511,433592250,10.23,8.5,15.6,511416500.0
39,0.0,0.007948230020701885,444710000,10.23,8.5,15.6,511416500.0
40,0.0,0.008036141283810139,455827750,10.23,8.5,15.6,511416500.0
41,0.0,0.00824665930122137,466945500,10.23,8.5,15.6,511416500.0
42,0.0,0.008298415690660477,478063250,10.23,8.5,15.6,511416500.0
43,0.0,0.008609941229224205,489181000,10.23,8.5,15.6,511416500.0
44,0.0,0.009161091409623623,500298750,10.23,8.5,15.6,511416500.0
45,0.0,0.009566891007125378,511416500,9.850000000000001,8.5,12.6,767124750.0
46,0.0,0.010219375602900982,522534250,9.850000000000001,8.5,12.6,767124750.0
47,0.0,0.011036877520382404,533652000,9.850000000000001,8.5,12.6,767124750.0
48,0.0,0.011786230839788914,544769750,9.850000000000001,8.5,12.6,767124750.0
49,0.0,0.013133466243743896,555887500,9.850000000000001,8.5,12.6,767124750.0
50,0.0,0.014777334406971931,567005250,9.850000000000001,8.5,12.6,767124750.0
51,0.0,0.015974929556250572,578123000,9.850000000000001,8.5,12.6,767124750.0
52,0.0,0.018002931028604507,589240750,9.850000000000001,8.5,12.6,767124750.0
53,0.0,0.02028835006058216,600358500,9.850000000000001,8.5,12.6,767124750.0
54,0.0,0.024173950776457787,611476250,9.850000000000001,8.5,12.6,767124750.0
