iteration,train_loss,test_acc,consensus_error,comm_volume
0,0.0,38.809999999999995,0.12137900292873383,3752
1,0.0,38.21000000000001,0.06102804094552994,7504
2,0.0,38.21,0.03517642989754677,11256
3,0.0,38.74,0.021013900637626648,15008
4,0.0,39.7,0.012734751217067242,18760
5,0.0,40.97,0.00780075928196311,22512
6,0.0,42.290000000000006,0.004819062538444996,26264
7,0.0,43.91,0.003004838479682803,30016
8,0.0,45.60000000000001,0.0018830059561878443,33768
9,0.0,47.160000000000004,0.0011881759855896235,37520
10,0.0,48.95,0.0007522327359765768,41272
11,0.0,50.53000000000001,0.00048216278082691133,45024
12,0.0,52.11,0.00030965154292061925,48776
13,0.0,54.089999999999996,0.0002018725936068222,52528
14,0.0,55.980000000000004,0.00013323358143679798,56280
15,0.0,57.8,9.210228745359927e-05,60032
16,0.0,59.68999999999998,6.271641905186698e-05,63784
17,0.0,61.60999999999999,4.490735227591358e-05,67536
18,0.0,63.86,3.349385588080622e-05,71288
19,0.0,65.99,2.8685990400845185e-05,75040
20,0.0,68.33999999999999,2.260071414639242e-05,78792
21,0.0,70.64999999999999,1.8573453417047858e-05,82544
22,0.0,72.9,1.608360616955906e-05,86296
23,0.0,75.23,1.707670890027657e-05,90048
24,0.0,77.23,1.50012683661771e-05,93800
25,0.0,78.88,1.3995277186040767e-05,97552
26,0.0,80.45,1.28199826576747e-05,101304
27,0.0,81.69999999999999,1.4058974556974135e-05,105056
28,0.0,83.02000000000001,1.2276874258532189e-05,108808
29,0.0,84.11999999999999,1.231413807545323e-05,112560
30,0.0,85.32000000000001,1.139054620580282e-05,116312
31,0.0,86.47999999999999,1.2888480341644026e-05,120064
32,0.0,87.5,1.1348090083629359e-05,123816
33,0.0,88.32,1.122738467529416e-05,127568
34,0.0,89.16,1.0598758308333345e-05,131320
35,0.0,89.93,1.1769772754632868e-05,135072
36,0.0,90.56,1.038795289787231e-05,138824
37,0.0,91.03999999999999,1.0252752872474957e-05,142576
38,0.0,91.48000000000002,9.733770639286377e-06,146328
39,0.0,91.96000000000001,1.0678190847102087e-05,150080
40,0.0,92.41,9.472048077441286e-06,153832
41,0.0,92.81000000000002,9.495957783656195e-06,157584
42,0.0,93.09000000000002,8.999117198982276e-06,161336
43,0.0,93.31000000000002,1.0406141882413067e-05,165088
44,0.0,93.54,9.23671541386284e-06,168840
45,0.0,93.68,8.841601811582223e-06,172592
46,0.0,93.73,8.512938620697241e-06,176344
47,0.0,93.80000000000001,9.499561201664619e-06,180096
48,0.0,93.82000000000001,8.55941016197903e-06,183848
49,0.0,93.92999999999999,8.08115419204114e-06,187600
50,0.0,94.01999999999998,7.807957445038483e-06,191352
51,0.0,94.08,9.016113835969009e-06,195104
52,0.0,94.15,7.702548828092404e-06,198856
53,0.0,94.25,7.080750037857797e-06,202608
54,0.0,94.35999999999999,7.316747996810591e-06,206360
55,0.0,94.38999999999997,8.06342541181948e-06,210112
56,0.0,94.43999999999998,7.158805146900704e-06,213864
57,0.0,94.47999999999999,6.490016858151648e-06,217616
58,0.0,94.5,6.776483587600524e-06,221368
59,0.0,94.5,8.118082405417226e-06,225120
60,0.0,94.5,7.245757842611056e-06,228872
61,0.0,94.5,6.348148417600896e-06,232624
62,0.0,94.5,6.435100658563897e-06,236376
63,0.0,94.5,6.996038337092614e-06,240128
64,0.0,94.5,6.272027349041309e-06,243880
65,0.0,94.5,5.968440746073611e-06,247632
66,0.0,94.5,5.913409495406086e-06,251384
67,0.0,94.5,6.802877123845974e-06,255136
68,0.0,94.5,6.517859674204374e-06,258888
69,0.0,94.5,5.8087753131985664e-06,262640
70,0.0,94.5,5.277312993712258e-06,266392
71,0.0,94.5,6.796199158998206e-06,270144
72,0.0,94.5,6.024110462021781e-06,273896
73,0.0,94.5,5.907809281779919e-06,277648
74,0.0,94.5,5.575014256464783e-06,281400
75,0.0,94.5,5.873802820133278e-06,285152
76,0.0,94.5,4.997169071430108e-06,288904
77,0.0,94.5,4.785373221238842e-06,292656
78,0.0,94.5,4.96475468025892e-06,296408
79,0.0,94.5,5.410207904787967e-06,300160
80,0.0,94.5,4.465613073989516e-06,303912
81,0.0,94.5,4.263736627763137e-06,307664
82,0.0,94.5,4.373755018605152e-06,311416
83,0.0,94.5,5.343683369574137e-06,315168
84,0.0,94.5,4.80661992696696e-06,318920
85,0.0,94.5,4.535194875643356e-06,322672
86,0.0,94.5,4.447913852345664e-06,326424
87,0.0,94.5,4.957934379490325e-06,330176
88,0.0,94.5,4.379207439342281e-06,333928
89,0.0,94.5,3.913953605660936e-06,337680
90,0.0,94.5,4.09470794693334e-06,341432
91,0.0,94.5,4.802073817700148e-06,345184
92,0.0,94.5,4.198001079203095e-06,348936
93,0.0,94.5,3.925165401597042e-06,352688
94,0.0,94.5,3.827996351901675e-06,356440
95,0.0,94.5,4.116142463317374e-06,360192
96,0.0,94.5,3.773351181735052e-06,363944
97,0.0,94.5,3.7845245515200077e-06,367696
98,0.0,94.5,3.416631898289779e-06,371448
99,0.0,94.5,3.811492206295952e-06,375200
