iteration,train_loss,test_mse,consensus_error,comm_volume
0,0.0,18.368685722351074,0.0781581923365593,3196
1,0.0,14.806123457849026,0.05848117545247078,6392
2,0.0,12.147369779646397,0.05387237295508385,9588
3,0.0,10.179000530391932,0.0558592863380909,12784
4,0.0,8.859785582870245,0.04143678769469261,15980
5,0.0,7.892976567149162,0.032373394817113876,19176
6,0.0,7.167049687355757,0.029800662770867348,22372
7,0.0,6.584110759198666,0.03379295766353607,25568
8,0.0,5.968968089669943,0.020601749420166016,28764
9,0.0,5.609547644853592,0.015592498704791069,31960
10,0.0,5.257968552410603,0.0143444137647748,35156
11,0.0,5.054544143378735,0.024924449622631073,38352
12,0.0,4.759707737714052,0.015052969567477703,41548
13,0.0,4.546428360044956,0.011958363465964794,44744
14,0.0,4.365353625267744,0.010401534847915173,47940
15,0.0,4.2444669008255005,0.01149831898510456,51136
16,0.0,4.045612359419465,0.006731056142598391,54332
17,0.0,3.917360795661807,0.005724298767745495,57528
18,0.0,3.777268411591649,0.0049672252498567104,60724
19,0.0,3.757047839462757,0.007626537699252367,63920
20,0.0,3.608531193807721,0.004728848580271006,67116
21,0.0,3.477761948481202,0.004162394907325506,70312
22,0.0,3.362583676353097,0.0029302104376256466,73508
23,0.0,3.4133410323411226,0.006555619183927774,76704
24,0.0,3.217774836346507,0.0028018008451908827,79900
25,0.0,3.121530558913946,0.0027959009166806936,83096
26,0.0,3.0243752785027027,0.0019930440466850996,86292
27,0.0,2.9724326841533184,0.005329103209078312,89488
28,0.0,2.861169083043933,0.0020396702457219362,92684
29,0.0,2.7943206820636988,0.002124946331605315,95880
30,0.0,2.7029483299702406,0.0015085582854226232,99076
31,0.0,2.6547263488173485,0.005442457273602486,102272
32,0.0,2.534847330302,0.0012627362739294767,105468
33,0.0,2.474304750561714,0.0013421354815363884,108664
34,0.0,2.402794187888503,0.0008676099823787808,111860
35,0.0,2.4134947136044502,0.004177983850240707,115056
36,0.0,2.29708200879395,0.0010357087012380362,118252
37,0.0,2.2316464576870203,0.0008343773079104722,121448
38,0.0,2.172893276438117,0.0008237794972956181,124644
39,0.0,2.1833553817123175,0.004574859049171209,127840
40,0.0,2.0763486940413713,0.0012173282448202372,131036
41,0.0,2.0133541487157345,0.0008518669055774808,134232
42,0.0,1.9652925180271268,0.0009749294258654118,137428
43,0.0,1.9328779522329569,0.002477191621437669,140624
44,0.0,1.8585048839449883,0.0009160268236882985,143820
45,0.0,1.8104482367634773,0.0009435272659175098,147016
46,0.0,1.7679256843402982,0.0008987398468889296,150212
47,0.0,1.773998354561627,0.0044751474633812904,153408
48,0.0,1.673787304200232,0.0010688933543860912,156604
49,0.0,1.6295478185638785,0.001035509747453034,159800
50,0.0,1.5840067407116294,0.0005552155780605972,162996
51,0.0,1.572089740075171,0.002522897208109498,166192
52,0.0,1.5109046967700124,0.0005949914338998497,169388
53,0.0,1.466026397421956,0.0004292854282539338,172584
54,0.0,1.4313968811184168,0.0005634021363221109,175780
55,0.0,1.401541268453002,0.0017293790588155389,178976
56,0.0,1.3532174350693822,0.0006250484730117023,182172
57,0.0,1.3193819085136056,0.0005372035666368902,185368
58,0.0,1.2840543230995536,0.0005037153605371714,188564
59,0.0,1.2664989121258259,0.001381702022626996,191760
60,0.0,1.2274061413481832,0.0007317795534618199,194956
61,0.0,1.1889445874840021,0.0004141714016441256,198152
62,0.0,1.1611328488215804,0.0004016722086817026,201348
63,0.0,1.161935948766768,0.0018589482642710209,204544
64,0.0,1.1148643307387829,0.0008792047156020999,207740
65,0.0,1.078505721874535,0.0004978628712706268,210936
66,0.0,1.0493255965411663,0.0003678353095892817,214132
67,0.0,1.0407007825560868,0.0008052067714743316,217328
68,0.0,1.0064914310351014,0.0002781296498142183,220524
69,0.0,0.9827447771094739,0.0002844854607246816,223720
70,0.0,0.9558163564652205,0.0003185375244356692,226916
71,0.0,0.936706782784313,0.0007428849930875003,230112
