iteration,train_loss,consensus_error,comm_volume,test_acc,test_acc_min,test_acc_max,test_comm_volume
0,0.0,10.640239715576172,6136998,10.55,8.5,16.8,141150954.0
1,0.0,5.973062992095947,12273996,10.55,8.5,16.8,141150954.0
2,0.0,4.143218994140625,18410994,10.55,8.5,16.8,141150954.0
3,0.0,3.076007604598999,24547992,10.55,8.5,16.8,141150954.0
4,0.0,2.370163679122925,30684990,10.55,8.5,16.8,141150954.0
5,0.0,1.873392939567566,36821988,10.55,8.5,16.8,141150954.0
6,0.0,1.5079375505447388,42958986,10.55,8.5,16.8,141150954.0
7,0.0,1.2324684858322144,49095984,10.55,8.5,16.8,141150954.0
8,0.0,1.0223699808120728,55232982,10.55,8.5,16.8,141150954.0
9,0.0,0.8587923049926758,61369980,10.55,8.5,16.8,141150954.0
10,0.0,0.7342245578765869,67506978,10.55,8.5,16.8,141150954.0
11,0.0,0.6417369842529297,73643976,10.55,8.5,16.8,141150954.0
12,0.0,0.5712983012199402,79780974,10.55,8.5,16.8,141150954.0
13,0.0,0.5112828016281128,85917972,10.55,8.5,16.8,141150954.0
14,0.0,0.45577478408813477,92054970,10.55,8.5,16.8,141150954.0
15,0.0,0.42690610885620117,98191968,10.55,8.5,16.8,141150954.0
16,0.0,0.37926721572875977,104328966,10.55,8.5,16.8,141150954.0
17,0.0,0.3666735291481018,110465964,10.55,8.5,16.8,141150954.0
18,0.0,0.30642566084861755,116602962,10.55,8.5,16.8,141150954.0
19,0.0,0.304909884929657,122739960,10.55,8.5,16.8,141150954.0
20,0.0,0.25542423129081726,128876958,10.55,8.5,16.8,141150954.0
21,0.0,0.2735215723514557,135013956,10.55,8.5,16.8,141150954.0
22,0.0,0.22293727099895477,141150954,10.125000000000002,8.5,12.6,282301908.0
23,0.0,0.2535775303840637,147287952,10.125000000000002,8.5,12.6,282301908.0
24,0.0,0.21581213176250458,153424950,10.125000000000002,8.5,12.6,282301908.0
25,0.0,0.23233304917812347,159561948,10.125000000000002,8.5,12.6,282301908.0
26,0.0,0.22249677777290344,165698946,10.125000000000002,8.5,12.6,282301908.0
27,0.0,0.2504747807979584,171835944,10.125000000000002,8.5,12.6,282301908.0
28,0.0,0.21144147217273712,177972942,10.125000000000002,8.5,12.6,282301908.0
29,0.0,0.23392796516418457,184109940,10.125000000000002,8.5,12.6,282301908.0
30,0.0,0.2149949073791504,190246938,10.125000000000002,8.5,12.6,282301908.0
31,0.0,0.229852557182312,196383936,10.125000000000002,8.5,12.6,282301908.0
32,0.0,0.24426834285259247,202520934,10.125000000000002,8.5,12.6,282301908.0
33,0.0,0.321581095457077,208657932,10.125000000000002,8.5,12.6,282301908.0
34,0.0,0.2506248950958252,214794930,10.125000000000002,8.5,12.6,282301908.0
35,0.0,0.18397310376167297,220931928,10.125000000000002,8.5,12.6,282301908.0
36,0.0,0.18499748408794403,227068926,10.125000000000002,8.5,12.6,282301908.0
37,0.0,0.16641832888126373,233205924,10.125000000000002,8.5,12.6,282301908.0
38,0.0,0.16031938791275024,239342922,10.125000000000002,8.5,12.6,282301908.0
39,0.0,0.17567108571529388,245479920,10.125000000000002,8.5,12.6,282301908.0
40,0.0,0.19369368255138397,251616918,10.125000000000002,8.5,12.6,282301908.0
41,0.0,0.23479028046131134,257753916,10.125000000000002,8.5,12.6,282301908.0
42,0.0,0.18114632368087769,263890914,10.125000000000002,8.5,12.6,282301908.0
43,0.0,0.17557428777217865,270027912,10.125000000000002,8.5,12.6,282301908.0
44,0.0,0.1502932757139206,276164910,10.125000000000002,8.5,12.6,282301908.0
45,0.0,0.16775153577327728,282301908,9.72,8.5,12.6,423452862.0
46,0.0,0.1496272087097168,288438906,9.72,8.5,12.6,423452862.0
47,0.0,0.18033012747764587,294575904,9.72,8.5,12.6,423452862.0
48,0.0,0.2521282434463501,300712902,9.72,8.5,12.6,423452862.0
49,0.0,0.25226324796676636,306849900,9.72,8.5,12.6,423452862.0
50,0.0,0.1508617103099823,312986898,9.72,8.5,12.6,423452862.0
51,0.0,0.17900821566581726,319123896,9.72,8.5,12.6,423452862.0
52,0.0,0.14288659393787384,325260894,9.72,8.5,12.6,423452862.0
53,0.0,0.17645905911922455,331397892,9.72,8.5,12.6,423452862.0
54,0.0,0.15727004408836365,337534890,9.72,8.5,12.6,423452862.0
55,0.0,0.20048685371875763,343671888,9.72,8.5,12.6,423452862.0
56,0.0,0.1826842725276947,349808886,9.72,8.5,12.6,423452862.0
57,0.0,0.20706360042095184,355945884,9.72,8.5,12.6,423452862.0
58,0.0,0.1436283141374588,362082882,9.72,8.5,12.6,423452862.0
59,0.0,0.16741961240768433,368219880,9.72,8.5,12.6,423452862.0
60,0.0,0.17148195207118988,374356878,9.72,8.5,12.6,423452862.0
61,0.0,0.20908088982105255,380493876,9.72,8.5,12.6,423452862.0
62,0.0,0.16458848118782043,386630874,9.72,8.5,12.6,423452862.0
63,0.0,0.17729884386062622,392767872,9.72,8.5,12.6,423452862.0
64,0.0,0.16859625279903412,398904870,9.72,8.5,12.6,423452862.0
65,0.0,0.18198733031749725,405041868,9.72,8.5,12.6,423452862.0
66,0.0,0.16768985986709595,411178866,9.72,8.5,12.6,423452862.0
67,0.0,0.2124307006597519,417315864,9.72,8.5,12.6,423452862.0
68,0.0,0.18023622035980225,423452862,13.304999999999998,8.6,24.0,564603816.0
69,0.0,0.17143718898296356,429589860,13.304999999999998,8.6,24.0,564603816.0
70,0.0,0.15635058283805847,435726858,13.304999999999998,8.6,24.0,564603816.0
71,0.0,0.19107235968112946,441863856,13.304999999999998,8.6,24.0,564603816.0
72,0.0,0.17668385803699493,448000854,13.304999999999998,8.6,24.0,564603816.0
73,0.0,0.17949430644512177,454137852,13.304999999999998,8.6,24.0,564603816.0
74,0.0,0.17893017828464508,460274850,13.304999999999998,8.6,24.0,564603816.0
75,0.0,0.19051985442638397,466411848,13.304999999999998,8.6,24.0,564603816.0
76,0.0,0.16237254440784454,472548846,13.304999999999998,8.6,24.0,564603816.0
77,0.0,0.17029713094234467,478685844,13.304999999999998,8.6,24.0,564603816.0
78,0.0,0.17672845721244812,484822842,13.304999999999998,8.6,24.0,564603816.0
79,0.0,0.1667434722185135,490959840,13.304999999999998,8.6,24.0,564603816.0
80,0.0,0.17652545869350433,497096838,13.304999999999998,8.6,24.0,564603816.0
81,0.0,0.20781074464321136,503233836,13.304999999999998,8.6,24.0,564603816.0
82,0.0,0.16066522896289825,509370834,13.304999999999998,8.6,24.0,564603816.0
83,0.0,0.19045279920101166,515507832,13.304999999999998,8.6,24.0,564603816.0
84,0.0,0.19581887125968933,521644830,13.304999999999998,8.6,24.0,564603816.0
85,0.0,0.16704070568084717,527781828,13.304999999999998,8.6,24.0,564603816.0
86,0.0,0.1799691617488861,533918826,13.304999999999998,8.6,24.0,564603816.0
87,0.0,0.22073045372962952,540055824,13.304999999999998,8.6,24.0,564603816.0
88,0.0,0.18397663533687592,546192822,13.304999999999998,8.6,24.0,564603816.0
89,0.0,0.14727400243282318,552329820,13.304999999999998,8.6,24.0,564603816.0
90,0.0,0.19021812081336975,558466818,13.304999999999998,8.6,24.0,564603816.0
91,0.0,0.16047674417495728,564603816,16.6,8.7,24.3,705754770.0
92,0.0,0.17153964936733246,570740814,16.6,8.7,24.3,705754770.0
93,0.0,0.19654449820518494,576877812,16.6,8.7,24.3,705754770.0
94,0.0,0.17868414521217346,583014810,16.6,8.7,24.3,705754770.0
95,0.0,0.1541435569524765,589151808,16.6,8.7,24.3,705754770.0
96,0.0,0.20411734282970428,595288806,16.6,8.7,24.3,705754770.0
97,0.0,0.16577570140361786,601425804,16.6,8.7,24.3,705754770.0
98,0.0,0.18824243545532227,607562802,16.6,8.7,24.3,705754770.0
