iteration,train_loss,test_acc,consensus_error,comm_volume
0,0.0,36.89,0.03083815798163414,1978
1,0.0,38.46000000000001,0.006290302611887455,3956
2,0.0,39.71,0.0015618579927831888,5934
3,0.0,40.42,0.0004176568181719631,7912
4,0.0,41.3,0.00011772326979553327,9890
5,0.0,41.82000000000001,3.8728147046640515e-05,11868
6,0.0,43.029999999999994,1.7479895177530125e-05,13846
7,0.0,44.47,1.4075575563765597e-05,15824
8,0.0,46.169999999999995,9.586268788552843e-06,17802
9,0.0,47.38,9.373462489747908e-06,19780
10,0.0,48.959999999999994,9.604697879694868e-06,21758
11,0.0,50.24,9.222369044437073e-06,23736
12,0.0,51.94,8.400682418141514e-06,25714
13,0.0,53.830000000000005,8.515196896041743e-06,27692
14,0.0,55.65999999999999,8.326237548317295e-06,29670
15,0.0,57.660000000000004,1.0079516869154759e-05,31648
16,0.0,59.77,7.494618330383673e-06,33626
17,0.0,61.620000000000005,7.92258924775524e-06,35604
18,0.0,63.82000000000001,8.048402378335595e-06,37582
19,0.0,65.80000000000001,9.067143764696084e-06,39560
20,0.0,68.39,7.286958862096071e-06,41538
21,0.0,70.60999999999999,6.533610758197028e-06,43516
22,0.0,73.0,7.1662934715277515e-06,45494
23,0.0,75.53,8.287100172310602e-06,47472
24,0.0,77.22000000000001,7.270154128491413e-06,49450
25,0.0,79.17,6.466003014793387e-06,51428
26,0.0,80.62999999999998,6.486146048700903e-06,53406
27,0.0,81.94,6.376288183673751e-06,55384
28,0.0,83.05,5.8726518545881845e-06,57362
29,0.0,84.44999999999999,6.053497600078117e-06,59340
30,0.0,85.37999999999998,5.6804128689691424e-06,61318
31,0.0,86.66999999999999,6.454106369346846e-06,63296
32,0.0,87.54,5.615652298729401e-06,65274
33,0.0,88.53999999999999,5.807095021737041e-06,67252
34,0.0,89.39,5.044853423896711e-06,69230
35,0.0,89.94000000000001,6.549180397996679e-06,71208
36,0.0,90.62999999999998,5.870834684174042e-06,73186
37,0.0,91.05000000000001,4.933682248520199e-06,75164
38,0.0,91.54,4.59298007626785e-06,77142
39,0.0,92.05,7.193820692918962e-06,79120
40,0.0,92.46000000000001,4.96467737320927e-06,81098
41,0.0,92.9,4.739037649414968e-06,83076
42,0.0,93.16000000000001,4.499756414588774e-06,85054
43,0.0,93.36000000000001,5.477325885294704e-06,87032
44,0.0,93.61,4.079761311004404e-06,89010
45,0.0,93.68,4.385487955005374e-06,90988
46,0.0,93.75000000000003,4.2222281990689225e-06,92966
47,0.0,93.80000000000001,5.129380042490084e-06,94944
48,0.0,93.83999999999999,3.900067440554267e-06,96922
49,0.0,93.90999999999998,4.1963739931816235e-06,98900
50,0.0,93.99999999999999,3.60308627023187e-06,100878
51,0.0,94.1,4.807590357813751e-06,102856
52,0.0,94.18,3.705355993588455e-06,104834
53,0.0,94.27999999999999,3.6774490581592545e-06,106812
54,0.0,94.34999999999998,3.441313765506493e-06,108790
55,0.0,94.40999999999998,4.286496732675005e-06,110768
56,0.0,94.43999999999998,3.6565040772984503e-06,112746
57,0.0,94.5,3.2150685456144856e-06,114724
58,0.0,94.5,3.2908160392253194e-06,116702
59,0.0,94.5,3.99146847485099e-06,118680
60,0.0,94.5,3.4089439395756926e-06,120658
61,0.0,94.5,3.2054390430857893e-06,122636
62,0.0,94.5,2.802407607305213e-06,124614
63,0.0,94.5,4.091826212970773e-06,126592
64,0.0,94.5,2.9982804790051887e-06,128570
65,0.0,94.5,2.717902816584683e-06,130548
66,0.0,94.5,2.927396735685761e-06,132526
67,0.0,94.5,3.7847701150894864e-06,134504
68,0.0,94.5,2.8625058803299908e-06,136482
69,0.0,94.5,2.6334475933254e-06,138460
70,0.0,94.5,2.58471368397295e-06,140438
71,0.0,94.5,3.4786630749295e-06,142416
72,0.0,94.5,2.524865749364835e-06,144394
73,0.0,94.5,2.5240071863663616e-06,146372
74,0.0,94.5,2.3540319489256945e-06,148350
75,0.0,94.5,3.02997113976744e-06,150328
76,0.0,94.5,2.2613510282099014e-06,152306
77,0.0,94.5,2.277726935062674e-06,154284
78,0.0,94.5,2.285818936798023e-06,156262
79,0.0,94.5,3.169493083987618e-06,158240
80,0.0,94.5,2.2281569727056194e-06,160218
81,0.0,94.5,2.1228863715805346e-06,162196
82,0.0,94.5,2.1736354938184377e-06,164174
83,0.0,94.5,3.2478187677043024e-06,166152
84,0.0,94.5,2.3952502488100436e-06,168130
85,0.0,94.5,1.966490799532039e-06,170108
86,0.0,94.5,1.941706614161376e-06,172086
87,0.0,94.5,2.5406475288036745e-06,174064
88,0.0,94.5,2.0489742382778786e-06,176042
89,0.0,94.5,1.8752419919110253e-06,178020
90,0.0,94.5,1.926466211443767e-06,179998
91,0.0,94.5,2.2245399122766685e-06,181976
92,0.0,94.5,2.0097877495572902e-06,183954
93,0.0,94.5,1.804237626856775e-06,185932
94,0.0,94.5,1.6514259186806157e-06,187910
95,0.0,94.5,2.9003326744714286e-06,189888
96,0.0,94.5,1.6456260709674098e-06,191866
97,0.0,94.5,1.7846583659775206e-06,193844
98,0.0,94.5,1.6293724911520258e-06,195822
99,0.0,94.5,2.345394477742957e-06,197800
