iteration,train_loss,consensus_error,comm_volume,test_acc,test_acc_min,test_acc_max,test_comm_volume
0,0.0,6.857283115386963,11117750,9.685000000000002,8.5,11.600000000000001,255708250.0
1,0.0,2.7263150215148926,22235500,9.685000000000002,8.5,11.600000000000001,255708250.0
2,0.0,1.4185186624526978,33353250,9.685000000000002,8.5,11.600000000000001,255708250.0
3,0.0,0.7818664908409119,44471000,9.685000000000002,8.5,11.600000000000001,255708250.0
4,0.0,0.43726369738578796,55588750,9.685000000000002,8.5,11.600000000000001,255708250.0
5,0.0,0.24616967141628265,66706500,9.685000000000002,8.5,11.600000000000001,255708250.0
6,0.0,0.13929378986358643,77824250,9.685000000000002,8.5,11.600000000000001,255708250.0
7,0.0,0.07943294197320938,88942000,9.685000000000002,8.5,11.600000000000001,255708250.0
8,0.0,0.045908790081739426,100059750,9.685000000000002,8.5,11.600000000000001,255708250.0
9,0.0,0.02714702859520912,111177500,9.685000000000002,8.5,11.600000000000001,255708250.0
10,0.0,0.016614725813269615,122295250,9.685000000000002,8.5,11.600000000000001,255708250.0
11,0.0,0.010672210715711117,133413000,9.685000000000002,8.5,11.600000000000001,255708250.0
12,0.0,0.007363011594861746,144530750,9.685000000000002,8.5,11.600000000000001,255708250.0
13,0.0,0.005471089854836464,155648500,9.685000000000002,8.5,11.600000000000001,255708250.0
14,0.0,0.004388186149299145,166766250,9.685000000000002,8.5,11.600000000000001,255708250.0
15,0.0,0.0038205632008612156,177884000,9.685000000000002,8.5,11.600000000000001,255708250.0
16,0.0,0.0034926501102745533,189001750,9.685000000000002,8.5,11.600000000000001,255708250.0
17,0.0,0.0033837154041975737,200119500,9.685000000000002,8.5,11.600000000000001,255708250.0
18,0.0,0.0032069277949631214,211237250,9.685000000000002,8.5,11.600000000000001,255708250.0
19,0.0,0.0032026672270148993,222355000,9.685000000000002,8.5,11.600000000000001,255708250.0
20,0.0,0.0031527485698461533,233472750,9.685000000000002,8.5,11.600000000000001,255708250.0
21,0.0,0.0030715574976056814,244590500,9.685000000000002,8.5,11.600000000000001,255708250.0
22,0.0,0.003106418065726757,255708250,10.255,8.5,14.399999999999999,511416500.0
23,0.0,0.003112628823146224,266826000,10.255,8.5,14.399999999999999,511416500.0
24,0.0,0.00309511530213058,277943750,10.255,8.5,14.399999999999999,511416500.0
25,0.0,0.003041089978069067,289061500,10.255,8.5,14.399999999999999,511416500.0
26,0.0,0.003176328958943486,300179250,10.255,8.5,14.399999999999999,511416500.0
27,0.0,0.003159318119287491,311297000,10.255,8.5,14.399999999999999,511416500.0
28,0.0,0.0031204100232571363,322414750,10.255,8.5,14.399999999999999,511416500.0
29,0.0,0.0030763770919293165,333532500,10.255,8.5,14.399999999999999,511416500.0
